@TEAV,TDAV,TTAV,TAAV [keV]  vs t@
X,TEAV,TDAV,TTAV,TAAV
 0.5316000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5318000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5320000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5322000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5324000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5326000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5328000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5330000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5332000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5334000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5336000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5338000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5340000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5342000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5344000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5346000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5348000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5350000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5352000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5354000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5356000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5358000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5360000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5362000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5364000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5366000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5368000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5370000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5372000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5374000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5376000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5378000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5380000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5382000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5384000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5386000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5388000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5390000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5392000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5394000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5396000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5398000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5400000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5402000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5404000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5406000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5408000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5410000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5412000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5414000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5416000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5418000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5420000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5422000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5424000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5426000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5428000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5430000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5432000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5434000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5436000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5438000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5440000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5442000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5444000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5446000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5448000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5450000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5452000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5454000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5456000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5458000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5460000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5462000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5464000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5466000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5468000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5470000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5472000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5474000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5476000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5478000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5480000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5482000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5484000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5486000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5488000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5490000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5492000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5494000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5496000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5498000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5500000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5502000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5504000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5506000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5508000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5510000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5512000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5514000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5516000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5518000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5520000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5522000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5524000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5526000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5528000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5530000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5532000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5534000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5536000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5538000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5540000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5542000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5544000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5546000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5548000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5550000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5552000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5554000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5556000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5558000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5560000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5562000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5564000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5566000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5568000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5570000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5572000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5574000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5576000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5578000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5580000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5582000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5584000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5586000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5588000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5590000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5592000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5594000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5596000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5598000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5600000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5602000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5604000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5606000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5608000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5610000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5612000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5614000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5616000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5618000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5620000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5622000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5624000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5626000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5628000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5630000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5632000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5634000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5636000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5638000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5640000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5642000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5644000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5646000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5648000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5650000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5652000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5654000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5656000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5658000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5660000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5662000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5664000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5666000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5668000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5670000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5672000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5674000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5676000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5678000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5680000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5682000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5684000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5686000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5688000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5690000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5692000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5694000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5696000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5698000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5700000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5702000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5704000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5706000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5708000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5710000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5712000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5714000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5716000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5718000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5720000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5722000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5724000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5726000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5728000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5730000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5732000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5734000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5736000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5738000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5740000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5742000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5744000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5746000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5748000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5750000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5752000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5754000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5756000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5758000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5760000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5762000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5764000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5766000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5768000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5770000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5772000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5774000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5776000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5778000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5780000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5782000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5784000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5786000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5788000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5790000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5792000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5794000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5796000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5798000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5800000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5802000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5804000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5806000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5808000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5810000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5812000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5814000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5816000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5818000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5820000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5822000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5824000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5826000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5828000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5830000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5832000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5834000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5836000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5838000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5840000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5842000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5844000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5846000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5848000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5850000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5852000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5854000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5856000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5858000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
 0.5860000E+02, 0.5238831E+01, 0.4592756E+01, 0.4556524E+01, 0.4594982E+01,
