@TE,TD,<TE>,<TD> [keV]  vs t@
X,TE,TD,<TE>,<TD>
 0.4922000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4924000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4926000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4928000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4930000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4932000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4934000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4936000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4938000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4940000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4942000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4944000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4946000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4948000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4950000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4952000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4954000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4956000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4958000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4960000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4962000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4964000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4966000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4968000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4970000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4972000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4974000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4976000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4978000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4980000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4982000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4984000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4986000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4988000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4990000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4992000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4994000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4996000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.4998000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5000000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5002000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5004000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5006000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5008000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5010000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5012000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5014000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5016000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5018000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5020000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5022000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5024000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5026000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5028000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5030000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5032000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5034000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5036000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5038000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5040000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5042000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5044000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5046000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238830E+01, 0.4592755E+01,
 0.5048000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5050000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5052000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5054000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5056000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5058000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5060000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5062000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5064000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5066000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5068000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5070000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5072000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5074000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5076000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5078000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5080000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5082000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5084000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5086000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5088000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5090000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5092000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5094000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5096000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5098000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5100000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5102000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5104000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5106000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5108000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5110000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5112000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5114000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5116000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5118000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5120000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5122000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5124000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5126000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5128000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5130000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5132000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5134000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5136000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5138000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5140000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5142000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5144000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5146000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5148000E+02, 0.2271896E+02, 0.1986635E+02, 0.5238831E+01, 0.4592755E+01,
 0.5150000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5152000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5154000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5156000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5158000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5160000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5162000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5164000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5166000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5168000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5170000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5172000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5174000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5176000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5178000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5180000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5182000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5184000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5186000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5188000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5190000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5192000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5194000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5196000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5198000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5200000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5202000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5204000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5206000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5208000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5210000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5212000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5214000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5216000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5218000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5220000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5222000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5224000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5226000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5228000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5230000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5232000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5234000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5236000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5238000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5240000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5242000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5244000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5246000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5248000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5250000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5252000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5254000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5256000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5258000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5260000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5262000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5264000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5266000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5268000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5270000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5272000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5274000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5276000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5278000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5280000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5282000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5284000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5286000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5288000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5290000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5292000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5294000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5296000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5298000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5300000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5302000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5304000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5306000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5308000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592755E+01,
 0.5310000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5312000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5314000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5316000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5318000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5320000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5322000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5324000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5326000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5328000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5330000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5332000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5334000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5336000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5338000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5340000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5342000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5344000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5346000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5348000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5350000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5352000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5354000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5356000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5358000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5360000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5362000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5364000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5366000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5368000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5370000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5372000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5374000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5376000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5378000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5380000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5382000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5384000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5386000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5388000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5390000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5392000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5394000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5396000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5398000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5400000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5402000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5404000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5406000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5408000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5410000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5412000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5414000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5416000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5418000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5420000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5422000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5424000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5426000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5428000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5430000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5432000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5434000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5436000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5438000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5440000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5442000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5444000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5446000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5448000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5450000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5452000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5454000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5456000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5458000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5460000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5462000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5464000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
 0.5466000E+02, 0.2271896E+02, 0.1986636E+02, 0.5238831E+01, 0.4592756E+01,
